Date,TA
2019-01-01,0.2565938869018404
2019-01-02,1.379215897249893
2019-01-03,0.10937008597592875
2019-01-04,-0.9370324231391529
2019-01-05,-2.6129995061210427
2019-01-06,-2.946665496271293
2019-01-07,-1.304968337006078
2019-01-08,-1.0715491216735766
2019-01-09,-0.042767708254072355
2019-01-10,-0.540419357493946
2019-01-11,-1.782107840115235
2019-01-12,-4.151913014272089
2019-01-13,-4.469634050040306
2019-01-14,-4.597228527614836
2019-01-15,-5.669950818990598
2019-01-16,-7.322874613905784
2019-01-17,-6.865084587431227
2019-01-18,-7.117264685433427
2019-01-19,-5.157151354502584
2019-01-20,-5.260624398017394
2019-01-21,-6.896082287567584
2019-01-22,-4.4732428813180105
2019-01-23,-0.5763870449217038
2019-01-24,-0.1916585491904616
2019-01-25,1.2019282545345147
2019-01-26,1.4133991257384884
2019-01-27,1.855523937724115
2019-01-28,3.1926997733729015
2019-01-29,2.5951883225408587
2019-01-30,1.1636831933830805
2019-01-31,3.220925094894811
2019-02-01,3.902729392776957
2019-02-02,2.0310810066493725
2019-02-03,-1.4161944202742425
2019-02-04,-2.6910927267334963
2019-02-05,-0.37287595382334054
2019-02-06,0.30378844988075576
2019-02-07,-0.9526983152028324
2019-02-08,-0.9938172140583204
2019-02-09,-1.8942464030574953
2019-02-10,-6.205474635467604
2019-02-11,-5.282063049891267
2019-02-12,-3.920731733842384
2019-02-13,-2.297885571826547
2019-02-14,-2.3949917520630786
2019-02-15,-4.353055213077844
2019-02-16,-4.253391220598085
2019-02-17,-5.065083431427646
2019-02-18,-4.517282261370188
2019-02-19,-3.347115384297978
2019-02-20,0.33451861324219884
2019-02-21,3.2524148122693246
2019-02-22,3.369658464870474
2019-02-23,1.9251215854163075
2019-02-24,1.2433470393845782
2019-02-25,0.8516691173870742
2019-02-26,-0.8858153917341453
2019-02-27,-2.071574130071548
2019-02-28,-2.5100230996061934
2019-03-01,-0.5796162522620022
2019-03-02,0.7428455375951695
2019-03-03,0.733298270552022
2019-03-04,-0.06333256203817207
2019-03-05,-1.3021906925264437
2019-03-06,-2.481121769709032
2019-03-07,-3.2116137680406958
2019-03-08,-3.448078993067221
2019-03-09,-2.7258926212512455
2019-03-10,-0.17090122491319143
2019-03-11,1.2292192786422762
2019-03-12,1.3906553030764575
2019-03-13,1.5846633173778018
2019-03-14,2.3678376982445424
2019-03-15,3.004106268878319
2019-03-16,3.057789617300444
2019-03-17,2.8091303654714883
2019-03-18,3.8085659467429585
2019-03-19,3.9811899833635387
2019-03-20,4.016702511518891
2019-03-21,3.440330127569826
2019-03-22,2.610618238382054
2019-03-23,2.6643876704917524
2019-03-24,2.509835721331722
2019-03-25,3.807617738147524
2019-03-26,5.5029046077026145
2019-03-27,5.994270876612396
2019-03-28,5.338065077946464
2019-03-29,4.890028750697483
2019-03-30,5.374520559694046
2019-03-31,5.768200910895066
2019-04-01,5.194383195212832
2019-04-02,6.11764834177814
2019-04-03,8.937455249967737
2019-04-04,9.030548701260674
2019-04-05,8.51934153199013
2019-04-06,7.976314463092
2019-04-07,6.752518675545345
2019-04-08,5.652522618000333
2019-04-09,5.209904162894889
2019-04-10,6.568154184388461
2019-04-11,8.953233733559971
2019-04-12,9.422860546999415
2019-04-13,9.023963735405694
2019-04-14,8.70775494771865
2019-04-15,10.0531064715734
2019-04-16,10.08684408598464
2019-04-17,9.460790318643195
2019-04-18,8.233953785650803
2019-04-19,8.877184273504579
2019-04-20,11.653706157081775
2019-04-21,12.991229827249153
2019-04-22,13.150402470174377
2019-04-23,11.073390451113065
2019-04-24,7.971347500099033
2019-04-25,7.0163204028377475
2019-04-26,5.970018596382181
2019-04-27,5.252194640374597
2019-04-28,6.4516730422000945
2019-04-29,7.84843554529478
2019-04-30,8.895095376098705
2019-05-01,8.18777685219305
2019-05-02,10.038057368546696
2019-05-03,11.528608091826326
2019-05-04,12.200977632261852
2019-05-05,13.922854782220972
2019-05-06,15.705303153386584
2019-05-07,16.885141954484386
2019-05-08,16.887749128944716
2019-05-09,16.67862334742806
2019-05-10,16.505205066697883
2019-05-11,15.364549087769372
2019-05-12,14.6873803709275
2019-05-13,14.950550348791616
2019-05-14,15.165612145067826
2019-05-15,14.363853572082373
2019-05-16,14.113903345101855
2019-05-17,15.578347918723724
2019-05-18,16.151523839970807
2019-05-19,15.775027372050364
2019-05-20,16.797072919069063
2019-05-21,18.892194986233548
2019-05-22,19.118738338205414
2019-05-23,16.82504157355328
2019-05-24,16.577533247597067
2019-05-25,17.977107590609
2019-05-26,19.70560173445213
2019-05-27,21.502874669362765
2019-05-28,21.303560346914633
2019-05-29,19.886191132711275
2019-05-30,18.50591745568666
2019-05-31,17.907273776949587
2019-06-01,18.837745423055782
2019-06-02,19.451603773802763
2019-06-03,19.672996943847238
2019-06-04,20.049006800767962
2019-06-05,21.438043462825863
2019-06-06,23.423468068370386
2019-06-07,24.994147813595276
2019-06-08,25.52696999926558
2019-06-09,25.295191919956068
2019-06-10,24.806494588014
2019-06-11,23.797635102944852
2019-06-12,23.041938577604213
2019-06-13,22.08004667573832
2019-06-14,21.329776584131928
2019-06-15,21.11807014128967
2019-06-16,21.32887809803579
2019-06-17,21.583730756102607
2019-06-18,21.488982364360066
2019-06-19,22.693497708164404
2019-06-20,23.914597021714652
2019-06-21,25.6156113793335
2019-06-22,28.42672972037654
2019-06-23,30.86115648269673
2019-06-24,30.842211950415784
2019-06-25,29.021781331891162
2019-06-26,27.034823275109755
2019-06-27,26.651112938503182
2019-06-28,27.832244381572423
2019-06-29,28.325875455586523
