Date,FR10,FRB0,FRC1,FRC2,FRF2,FRF3,FRG0,FRH0,FRI1,FRI2,FRI3,FRJ2,FRK1,FRK2
2019-01-01,0.0032290253116574906,0.004240264711880374,0.003705390198456755,0.006400837460458306,0.004156107834813619,0.003996885349777545,0.004093559718892475,0.004151652817601521,0.003984400280608384,0.006957456544081427,0.005378455562683325,0.0032982569399111687,0.003797160049865805,0.004522611286874087
2019-01-02,0.003261819125315142,0.0042772589014134915,0.00374397839844816,0.006403001940129103,0.0041325548586731995,0.003972818238145391,0.004055163170039898,0.004060520925882962,0.004014133911267121,0.0069880761037277314,0.005369692246897835,0.0033557240871346355,0.003801402409927239,0.004592235908589847
2019-01-03,0.0031865037229707846,0.004090224672130904,0.0036345575733883247,0.006289617615414679,0.004025848232577965,0.0038931444590703883,0.0039034499888404425,0.00391505890015166,0.0039900957065942735,0.006699743378386965,0.00512560740860012,0.003413953563673398,0.0036892003877692222,0.004532078283850253
2019-01-04,0.0032785263696347845,0.004176010774745621,0.0036554062867752905,0.006307379626559042,0.004123553492294915,0.00400080908711325,0.003977626655949812,0.004057875741532795,0.0040117359461865655,0.0067553020676660415,0.005183166717898349,0.003497855455506522,0.0037101389677356655,0.004558288822525623
2019-01-05,0.0031850363660277893,0.004068032280140201,0.003629181241385574,0.006333481271214253,0.00406375953016917,0.003993002599949735,0.003874905090295198,0.004014118830201722,0.003987421097439115,0.006721608140530884,0.005034853481734659,0.003585703266699085,0.003784764611469946,0.004675189997235475
2019-01-06,0.0034553748660707943,0.004323209408993768,0.0037239536158521834,0.0063178279923150745,0.004236797233671363,0.004047827207900337,0.004238371273817842,0.004478853213762988,0.0043905520088804075,0.007131061206141423,0.005395241035308743,0.0037815654894934854,0.003939017802667814,0.0047030564820074346
2019-01-07,0.0035151509517843847,0.0043273361217146,0.0040280049354848605,0.0069681000405426375,0.004612197207980419,0.004477927078314726,0.00414704595503216,0.004455878825410294,0.005176831261935641,0.0076937523633275684,0.0055234869326364205,0.00449546496265619,0.004354905626393807,0.005121104919001259
2019-01-08,0.003469711024791011,0.004323303655739918,0.004027015388488495,0.0070523755298195915,0.0046423122918533245,0.004599128059284654,0.004147042798195892,0.004478305579971833,0.005325088926247421,0.007695799523235289,0.005637134507889837,0.004646519096772322,0.004426630864854726,0.005105756620552941
2019-01-09,0.003563065361596103,0.004427018557245647,0.00399921176734498,0.006908929616755311,0.0048045165891329915,0.004734415852958343,0.004228241824995317,0.004623942200625991,0.005372872607965655,0.007730376897644072,0.0057321061354099236,0.004650992556138779,0.00440027985055546,0.004992852981039559
2019-01-10,0.004011755489052458,0.0049906713220418935,0.004496759025924722,0.007543606371409692,0.005342454863631499,0.005180223601424605,0.004825001176323893,0.005251536991096016,0.006188186676639713,0.008770901733728485,0.006654871524923397,0.005052628527700384,0.004879310311239461,0.005335718174775671
