Date,FR10,FRB0,FRC1,FRC2,FRF2,FRF3,FRG0,FRH0,FRI1,FRI2,FRI3,FRJ2,FRK1,FRK2
2019-01-01,0.7587545367153842,0.709338553556208,0.47897012756131213,1.1027008454181186,1.3224508419223935,1.770760561919291,1.3171469871536006,1.9567679141437055,-0.13949060863686397,0.7111608250199802,0.6715016896024707,-0.29790392170509855,-0.06845223813080462,0.05833209166379146
2019-01-02,0.6235397995645363,0.5646943291359802,0.3800063692266199,0.9685675912479444,1.1948225535071233,1.6234594111309186,1.2023911431274719,1.8467393208246399,-0.13955370246069368,0.6148358939150508,0.5673989162519838,-0.28918842090940716,-0.10376366120433086,-0.020351545722623446
2019-01-03,0.5648006118490524,0.5038576455738852,0.26385492698759117,0.7859238380761444,1.0517955286939276,1.4914009734542577,1.1739421285235132,1.8509999066766267,-0.18274628626333814,0.48530360224945557,0.5250563082438284,-0.33958143847610534,-0.19433346892389677,-0.09900721140566307
2019-01-04,0.5046129795967844,0.5304140141811395,0.2701830664631323,0.7956307108147141,0.9678380685399308,1.4263466236496938,1.2229527239513174,2.045144484003762,-0.1336354636771689,0.5398450435079833,0.5840171307246939,-0.3365403775642359,-0.19055158136002737,-0.10141460281297711
2019-01-05,0.6345728210730016,0.6927509142420075,0.4305393328378785,1.003325934319001,1.1226272455396475,1.5257360978914856,1.3161169500407894,2.199574001274112,-0.08233749579215294,0.826600247023064,0.7105826495516335,-0.22796400388092836,0.037421046695983465,0.18127394472656455
2019-01-06,0.994321572715778,1.0634335766194918,0.6502704674330492,1.2302344539773908,1.4178712337535218,1.7524939173966714,1.804415270281441,2.7429459776580094,0.3599890689798972,1.3296567323129238,1.1754704766345492,0.01575072525372496,0.28579238668009577,0.34307201218829214
2019-01-07,1.3049253201875515,1.2719612366830437,1.1070800363898057,2.031752885184189,2.000775557312758,2.320252332982594,1.9628476046209549,2.9582046926093257,1.1679470751716807,2.0216059014254566,1.4135367682864322,0.7067354967977822,0.7880852735394654,0.8762481307486593
2019-01-08,1.3913389664210396,1.3601717769469437,1.1868310453252526,2.343344544583198,2.218101013118592,2.5519896689607875,2.0583227529373653,3.049642236192592,1.361518004215108,2.208526241403629,1.6146438155045526,0.9260577357934193,0.9928066844693266,1.0401592310547199
2019-01-09,1.4221141625388831,1.4455489797655052,1.2030909178747318,2.360520562391907,2.279992792614264,2.614638186681314,2.105309959535881,3.20290651123766,1.5357332027153974,2.4352094362925927,1.679000010182385,1.1118389091720247,1.1345035718417678,1.048660225271922
2019-01-10,1.8352875821452903,1.9559729693157313,1.645124025386615,2.889404453152676,2.729029398097548,2.8897078243305168,2.7011195606862475,3.7669075941185515,2.4500143215121892,3.4936481661608454,2.559265300726521,1.6332486663737602,1.698389146474956,1.5197343714086322
2019-01-11,2.0169783729931354,2.2343088543230665,1.898089235767517,3.151345484285338,2.923148647975594,3.0471469020121984,3.012079296285056,3.81602963850299,2.71122855353808,4.068511829821094,3.021490888850258,1.8245299990832378,2.1269650760006162,1.8484886261202644
2019-01-12,2.1672495826006517,2.388110969015571,2.1108789969759094,3.5596669346702137,3.147516461410207,3.263177740626193,3.150121802751154,4.021567712727762,2.824443656012275,4.348101740386357,3.185542693310013,1.9408213044246574,2.3897464891401086,2.2886871066037227
2019-01-13,2.324738689623175,2.6963710187662304,2.3720499077466273,4.039857348193736,3.6318618145049935,3.677085886202835,3.3608540744732855,4.142197591241111,3.2503074127239113,5.265903494973009,3.8503462933732964,2.09964744249054,2.723033233668315,2.4448273389944912
2019-01-14,2.4770484696275545,2.9455220904603214,2.6644518646449713,4.863279367652467,4.037854665346392,4.1626066732990274,3.603593903135497,4.287186311983254,3.580945989743914,5.933804175098596,4.2700429294878255,2.366262347715483,3.0982764003386354,2.846160979857321
2019-01-15,2.4923213778211055,2.9993465169566886,2.7308467683553834,5.115013190840879,4.165180677963293,4.331190601711916,3.5729938298129817,4.23511778820712,3.703641877588475,6.149301773145667,4.348949572924766,2.3906983743715973,3.2838702703122724,2.988873824922658
2019-01-16,2.489116632660971,3.005561430618813,2.7879239586021205,5.228045579051325,4.316775099082771,4.51594135135171,3.575206842563474,4.256553749896174,3.7237762136307517,6.2119776492707155,4.406972437629633,2.3837947074358046,3.34123839000395,2.9995504900077816
2019-01-17,2.635021324182487,3.2500282423438827,3.0588364743279004,5.459364708475751,4.509063719111884,4.7204285356614015,3.839053858858376,4.45167593784426,4.140610957153119,6.850665204002056,4.871957969983392,2.7242936886634435,3.7913625808897744,3.3843010952691714
2019-01-18,2.605982945579077,3.1776321870066586,3.091313117970988,5.572418432569782,4.567448638476143,4.811169437754796,3.752709255394589,4.443967756418238,4.204910789000404,6.891827570012427,4.794888796933714,2.806365579055105,3.843237875454395,3.411013160360111
2019-01-19,2.4867731598662144,3.1380264033566183,3.058161760457308,5.518859464156564,4.432800243086828,4.695923680998699,3.7009916323733,4.39156335873405,4.204186773849964,6.899950652490319,4.7805088526170545,2.8023162666844925,3.847103198563487,3.402667235972927
2019-01-20,2.472649140903854,3.106719715947862,2.979264210356428,5.373804856754578,4.359282832600014,4.644377221128522,3.7641701766774744,4.617185866667614,4.203222259670525,6.817738911787502,4.752137569437837,2.7840143332936163,3.8155334990429206,3.35517567877094
2019-01-21,2.464236534709281,3.2069802549424606,2.974960316332413,5.274195717683358,4.278047765422432,4.5260194033474255,3.984863728565953,4.850762948967054,4.407284075781173,7.037575704028579,4.902742642708339,3.0425885661094063,3.9495701585027314,3.4296858162026482
