Date,FRI2,FRC2,FRI3,FRI1,FRB0,FRC1,FRK1
2019-01-01,-0.0023514368984810644,-0.005460673313068451,-0.0009811853931404166,0.0006381368308225414,-0.0028771274864371936,-0.005531345538201475,-0.004243350683954779
2019-01-02,-0.002258596195324433,-0.005376043560791433,-0.0007004565074091796,0.0007489111090970502,-0.0027028293516133785,-0.005256744010819458,-0.004184705958505694
2019-01-03,-0.002391166612791818,-0.005397299532883326,-0.000679705769899319,0.0007527272048177674,-0.0026859760096339357,-0.005179942725184372,-0.00432324067163124
2019-01-04,-0.002409188356174367,-0.005348304309400377,-0.0006557012796607968,0.0010323863244404705,-0.0027295595952355894,-0.004943731688818345,-0.004240539904066461
2019-01-05,-0.0024767432837205063,-0.005201464953309615,-0.000574864841689382,0.0011742392997380051,-0.0026111763128954337,-0.004554202312146005,-0.00416967859576193
2019-01-06,-0.0021651017145777026,-0.005056957973807383,-1.066807652833756e-05,0.001548896882899295,-0.0020391979236950197,-0.004124456404975532,-0.004037650122751424
2019-01-07,-0.0013922852793589284,-0.004825003401038692,0.001178041084564518,0.0025034800425081027,-0.0008954061297183192,-0.003277366993523508,-0.003640330255209824
2019-01-08,-0.0011878613448367786,-0.005136672459138651,0.0013843713443537243,0.002866858851241818,-0.001131552075162755,-0.003430954997583281,-0.0035648405558566377
2019-01-09,-0.0009662586900994112,-0.0051580174783121225,0.001637019122555631,0.0030398977874034026,-0.0009609629330724872,-0.003409708969812038,-0.003398877269135698
2019-01-10,-0.0006171013620700966,-0.004851900958489806,0.0019042521648145472,0.00344219798267534,-0.000716822653961117,-0.0030435190465065627,-0.0030120306503724882
2019-01-11,-0.0006318935081424603,-0.004516343712944229,0.001883501938792793,0.003483691276674554,-0.0007528811292104998,-0.002914427703131653,-0.0029271115150177607
2019-01-12,-0.0007353640856016041,-0.004647599875665267,0.00180689195628146,0.0033977860330181133,-0.0009054357630322995,-0.0030760259755486905,-0.003074591099866682
2019-01-13,-0.0009021192726633602,-0.004838692991338435,0.0015809849008676306,0.0031660440481522875,-0.0010497644594664318,-0.003188572462457371,-0.0031523053553185387
2019-01-14,-0.0011552968375647989,-0.005008900141709718,0.0012815296158133207,0.003011140329565812,-0.0013460141595854566,-0.0034382185302674535,-0.0033065381454634108
