Date,TA
2016-01-01,-0.004051936834272948
2016-01-02,-0.004036279067226476
2016-01-03,-0.0006544146019894034
2016-01-04,-0.002852297595274009
2016-01-05,-0.004445619564888143
2016-01-06,-0.005849988436652121
2016-01-07,-0.003878064582010392
2016-01-08,-0.0047186607154550125
2016-01-09,-0.005470548056484923
2016-01-10,-0.0066157557055474174
2016-01-11,-0.006144936943428316
2016-01-12,-0.006885811493653947
2016-01-13,-0.0052167277236160785
2016-01-14,-0.005581291386681623
2016-01-15,-0.00647653709776954
2016-01-16,-0.008293252128175034
2016-01-17,-0.005532359137410822
2016-01-18,-0.009795599053156022
2016-01-19,-0.009494211736045827
2016-01-20,-0.008904569017829288
2016-01-21,-0.009516555824177278
2016-01-22,-0.002989239478739762
2016-01-23,0.00013228232586763627
2016-01-24,7.044364905985408e-05
2016-01-25,0.0006573445281858433
2016-01-26,0.001296087648127017
2016-01-27,0.0021776392358443435
2016-01-28,0.005726161114346959
2016-01-29,0.00452622197052862
2016-01-30,0.0005090641034264937
2016-01-31,0.00396180595208231
2016-02-01,0.0021214165195910994
2016-02-02,-0.0012455678864807351
2016-02-03,-0.004650184670830867
2016-02-04,-0.00330354954978425
2016-02-05,0.00036790501913692574
2016-02-06,0.0008424638376865549
2016-02-07,-0.0018615761024604546
2016-02-08,0.0009211883110471517
2016-02-09,-3.778301868285247e-05
2016-02-10,-0.004976705985517042
2016-02-11,-0.004077017287107418
2016-02-12,-0.003957976109727095
2016-02-13,-0.004754783183049986
2016-02-14,-0.005291567880935098
2016-02-15,-0.005706416740978955
2016-02-16,-0.003000924589091651
2016-02-17,-0.004304054861197537
2016-02-18,-0.0031443688930778155
2016-02-19,-0.002203459949080452
2016-02-20,-0.0007872123822699154
2016-02-21,0.0012139650447419964
2016-02-22,0.00355255640389983
2016-02-23,0.004030008149306991
2016-02-24,0.0031415112730466188
2016-02-25,0.0036260451912266604
2016-02-26,0.0020585452102733224
2016-02-27,-0.0051169155213245925
2016-02-28,-0.005151559781027136
2016-03-01,0.000848164871645867
2016-03-02,0.0030572819906530143
2016-03-03,-0.0013568344663981557
2016-03-04,-0.0031560406824406267
2016-03-05,-0.003141715142970073
2016-03-06,-0.0003013288301378012
2016-03-07,-0.0005220022204569289
2016-03-08,-0.0012424399488732527
2016-03-09,0.0018415337680522878
2016-03-10,0.00204307697200612
2016-03-11,0.000150647771942222
2016-03-12,-0.0005104667593911499
2016-03-13,0.0008344308122847514
2016-03-14,0.0053217740352653605
2016-03-15,0.006586615354999316
2016-03-16,0.0020965211274836214
2016-03-17,0.001839331115730556
2016-03-18,0.0014137924781882215
2016-03-19,0.0007418694797096334
2016-03-20,-0.0015838370001274127
2016-03-21,-0.002342233699718469
2016-03-22,-0.0031474123615011346
2016-03-23,-0.0027783577670025547
2016-03-24,-0.002137900205628731
2016-03-25,0.00037314119582617766
2016-03-26,0.0041166650517613585
2016-03-27,0.0038460635613850424
2016-03-28,0.0016798272628039497
2016-03-29,0.0010356338500986583
2016-03-30,0.0015174566075544945
2016-03-31,0.0020720636081562513
2016-04-01,0.0013882267203017735
2016-04-02,0.0029899815376095416
2016-04-03,0.008096899294443983
2016-04-04,0.008709278527012714
2016-04-05,0.010109113816796734
2016-04-06,0.010428409287955112
2016-04-07,0.008630336438300055
2016-04-08,0.006252970736314913
2016-04-09,0.006399734244925717
2016-04-10,0.009333618018044562
2016-04-11,0.012625782904783424
2016-04-12,0.010723887474122154
2016-04-13,0.009634508286452311
2016-04-14,0.008286033503779808
2016-04-15,0.013571177318144586
2016-04-16,0.015215667215589253
2016-04-17,0.009012814108206459
2016-04-18,0.008939683919655661
2016-04-19,0.011135831497239993
2016-04-20,0.01074607361497484
2016-04-21,0.011577350151443058
2016-04-22,0.012754241991709341
2016-04-23,0.012978264118354052
2016-04-24,0.012326208204426738
2016-04-25,0.012879307105776802
2016-04-26,0.013335556572789916
2016-04-27,0.01220057338219005
2016-04-28,0.013041947247261907
2016-04-29,0.014866563030954709
2016-04-30,0.016447191356017066
2016-05-01,0.009162807800297778
2016-05-02,0.010151250441647077
2016-05-03,0.01192349243173608
2016-05-04,0.0102234961547294
2016-05-05,0.009673744889120685
2016-05-06,0.012354214501179607
2016-05-07,0.014850204828506245
2016-05-08,0.015428929891850938
2016-05-09,0.01544063339455552
2016-05-10,0.017437831993013
2016-05-11,0.018851885041598453
2016-05-12,0.015503971102181704
2016-05-13,0.015357359385272652
2016-05-14,0.015185641494108362
2016-05-15,0.011810349350492199
2016-05-16,0.010508380353565234
2016-05-17,0.011660824953619812
2016-05-18,0.011635529136546075
2016-05-19,0.009958300015296188
2016-05-20,0.01356902736151259
2016-05-21,0.019121052156285054
2016-05-22,0.020383951470422483
2016-05-23,0.01852750212298404
2016-05-24,0.01985870575086794
2016-05-25,0.020525624396219338
2016-05-26,0.017210071470370077
2016-05-27,0.017777865127499615
2016-05-28,0.01818917528715523
2016-05-29,0.017816292885658374
2016-05-30,0.01653691214354818
2016-05-31,0.0170962583466935
2016-06-01,0.01987544933239157
2016-06-02,0.021071098700617505
2016-06-03,0.019443173749731275
2016-06-04,0.020032397619643236
2016-06-05,0.021919773742686707
2016-06-06,0.02362944949680448
2016-06-07,0.025367591698832855
2016-06-08,0.02684286576912619
2016-06-09,0.025130445672630102
2016-06-10,0.024078012865960792
2016-06-11,0.02217854408021269
2016-06-12,0.021140226538654567
2016-06-13,0.02002170844549226
2016-06-14,0.019142282576991927
2016-06-15,0.018724394624132498
2016-06-16,0.01623784378370738
2016-06-17,0.015340096311994117
