Date,FR10,FRB0,FRC1,FRC2,FRF2,FRF3,FRG0,FRH0,FRI1,FRI2,FRI3,FRJ2,FRK1,FRK2
2019-01-01,62.48117623977933,77.44310374486219,86.43196882312913,102.99527405136406,136.21775829934646,176.55746543514712,110.28635356210492,76.97026150664001,65.4342756308751,86.91415009812228,120.82628922475871,86.60681178167631,73.82332700869438,89.60889880921411
2019-01-02,65.1280114101414,80.5824011262048,86.19048942649023,98.1569146016646,141.86052672545142,179.73123695606142,109.83292121305713,82.5141108993155,66.52721510793147,88.09280544831299,122.84289987139123,83.38204480642473,74.99266961966947,83.59902143265764
2019-01-03,75.92018996164722,89.58604893305245,86.80770279637092,93.72586571085118,148.6827359585714,181.14931910211948,124.09731688964015,100.69121965926075,70.57716955845811,99.24586713776677,135.30670712075147,82.24344134435272,77.25526136031239,81.64856333356738
2019-01-04,87.26388366863172,98.07069462587836,98.3683133735959,108.28669945631329,166.86994313446746,196.51860257641118,128.72080736415464,105.87743110025728,90.0833714809657,117.14424708375077,144.749436279216,96.69925128435213,91.56483775196966,91.57295952914228
2019-01-05,91.7171984802449,101.3433882154901,100.62194497357028,120.02474904811652,174.24227249598673,205.9136212775474,132.17949560504354,108.96875442609377,96.67555247555107,126.66470466599499,152.55757688530684,102.66093007368757,99.46856008471147,96.71913859905482
2019-01-06,95.57149315055267,104.13421804875742,99.4157776885882,120.68351317690421,175.04922931708438,212.43150790602695,133.46214045718474,111.74592987275011,101.1185830341274,127.8981123403623,152.67908557890254,105.68169470431832,105.32350398711561,97.8884451352576
2019-01-07,110.44274412928175,119.8066170667665,107.51181086748996,121.2034887412895,187.04497265354033,225.0464581789808,150.49930003005687,131.93319051604522,123.2847447290522,156.8629875194453,171.11814494205493,120.97605442405134,122.79037570067439,102.970573217734
2019-01-08,117.27971949364702,129.97057082882628,113.2282276394094,126.34573472037785,193.6027953593533,232.0846681594682,159.6920932690586,137.35583148031083,128.03966809548598,171.09090264365022,177.16418557617214,126.78877249675796,132.9992664375989,109.65761879013259
2019-01-09,120.7385916318587,133.03909294727177,116.00678593074593,133.57359077885454,197.3115181368646,236.5812658739892,164.46455174505297,145.99342495491643,126.25890721205741,175.63075908253467,177.39110092781053,129.6211526204485,137.6437660765243,119.22680264177276
2019-01-10,127.19176348984281,141.21527427522565,124.10270702162346,148.32959188345933,214.18241160085773,250.37596397400304,170.82535268892465,151.6057576382708,138.69484665544843,202.26673189612612,196.15444771223972,134.8412377453542,141.40109263223567,123.75165280593912
2019-01-11,135.3304566643785,150.30090961433035,132.26606474951745,173.32025032333868,228.9653050019731,266.4099153470308,181.26680296961348,161.43961195921938,149.6491997242837,223.79803316404573,210.25542580379272,140.28255152022817,150.91285691147567,138.0047312862067
2019-01-12,140.2540540046584,152.67666193278072,131.01695006087766,180.12862966892928,238.30306101103739,271.81633288837384,184.33362160768698,163.83711325199118,157.26160852514536,233.1426225513033,214.9202112922852,140.13068006037835,156.48276006834544,144.56961963521522
2019-01-13,142.8886347171036,153.67072501590206,130.11827342566824,183.2115965155303,243.35225820740212,276.4134431336367,185.1108735517564,172.34153067396886,159.06130480447686,233.82101038862336,216.1328242503655,139.1295379583672,154.9458671475213,145.9203593090244
2019-01-14,151.42827672960922,161.94522287362645,133.13192050723652,186.52487545353029,253.97751197824337,286.8928969334232,196.37140013026888,182.15213889165366,172.94492441834012,251.5298384624453,230.91360590447613,150.0024399110544,158.5407431409292,152.89151406223448
2019-01-15,156.2542424098884,163.4723256644038,135.28832476543113,190.7570849326877,260.9669094431515,292.60713059477774,202.0252727288194,186.95400509608652,177.402424497775,250.8409582758742,235.5321477671123,152.13937904049902,144.08489654588098,153.71690909346458
2019-01-16,159.81313441992694,166.19871297682297,137.7908043309322,194.72098191718828,264.54276067679507,296.60930478270984,189.6442659861625,189.5995682997442,179.06792129692803,252.90923198534506,239.29230032420193,133.47436720753439,130.4459588000879,156.31620286231754
2019-01-17,161.1242078040919,165.45201774019915,132.3735281976738,193.13835424895856,263.4222855386444,299.5636014450197,184.52126233611068,198.64536622464402,178.7131902657184,254.1489326928369,243.2202820376366,120.66721247772053,119.07694305788448,156.53086743912763
2019-01-18,163.7659008501408,169.4474817678854,123.36194114646544,175.38470906201562,266.5287389603428,297.24835983556693,192.9408616974577,210.2087669757433,184.53176903020255,262.08457220499923,252.07452763274037,128.37049552392213,122.70505279378338,138.71209675154023
2019-01-19,166.39127470671409,169.70870660195573,111.90026261480845,164.04046688230952,271.394206669021,298.80542737749283,195.09360466598125,213.21645827299255,186.37402416199393,261.1406232598024,254.13097495737034,132.00207410283033,126.55488224209459,127.27460909475553
2019-01-20,167.87337239407847,169.93788863565044,102.23325120470106,159.89302900791603,272.7570203962364,299.5248756531512,198.82745089610776,220.54390160264754,187.31253996269925,247.90797035582824,256.5165788183295,134.73178642918765,130.4060573165753,121.16203864881332
2019-01-21,169.9675270820934,166.67946062815167,94.47904251010637,154.52308019597248,275.82172970748195,300.4598472141954,200.0932005698211,224.53380384427234,174.53232109603465,230.6051344767404,257.067179880478,135.68198521552236,130.83893495646203,107.83255235339183
2019-01-22,174.93599724670116,167.10653927555592,92.14931286176895,151.05030581390685,279.56365143237184,303.20941948679376,206.04022859127943,235.67017247331447,168.12174907133357,222.86733552728737,259.35999014681187,137.25043968598266,131.54538298025548,103.07868955233646
