Date,TA
2016-01-01,276.20802890969264
2016-01-02,273.4636662237047
2016-01-03,272.44191625824584
2016-01-04,269.5518630501832
2016-01-05,268.7202321748229
2016-01-06,271.45389662618845
2016-01-07,270.517476329441
2016-01-08,271.9634409368487
2016-01-09,278.4542741110415
2016-01-10,275.7129680732848
2016-01-11,272.7935543987112
2016-01-12,275.04940607710466
2016-01-13,275.902884302883
2016-01-14,277.6384756360495
2016-01-15,274.453569624298
2016-01-16,268.9106439368835
2016-01-17,268.04214650442765
2016-01-18,267.1115902312884
2016-01-19,269.2665210341411
2016-01-20,267.91365273746203
2016-01-21,266.3863286455899
2016-01-22,267.11124832997325
2016-01-23,270.96364993529795
2016-01-24,271.50478895005045
2016-01-25,272.5794643296142
2016-01-26,268.35048016091196
2016-01-27,271.8318286698613
2016-01-28,274.94540114122015
2016-01-29,276.31778532060173
2016-01-30,271.63758001215626
2016-01-31,270.45798900684963
2016-02-01,271.2743909965269
2016-02-02,273.6934662720616
2016-02-03,271.7557545270478
2016-02-04,271.63428846923557
2016-02-05,274.51700192693943
2016-02-06,274.340668465609
2016-02-07,271.8078013718144
2016-02-08,271.4755040431371
2016-02-09,271.8426023603377
2016-02-10,268.8902622800632
2016-02-11,269.08610246409734
2016-02-12,270.42159577495755
2016-02-13,272.38419735409025
2016-02-14,272.01075024708325
2016-02-15,270.7064302201803
2016-02-16,270.8903978313539
2016-02-17,267.13960249951236
2016-02-18,268.4432247055306
2016-02-19,270.08056096329557
2016-02-20,273.75094617185596
2016-02-21,281.27341667314187
2016-02-22,283.95690321519055
2016-02-23,277.4696863989075
2016-02-24,271.8196068891841
2016-02-25,271.7974151965826
2016-02-26,270.29810232462717
2016-02-27,274.88000154306553
2016-02-28,276.89147284517713
2016-02-29,277.31316203839754
2016-03-01,279.4146143967951
2016-03-02,280.64698608151406
2016-03-03,273.9473870165493
2016-03-04,270.92816526604446
2016-03-05,270.5265865560449
2016-03-06,272.8273625012731
2016-03-07,272.27654826564896
2016-03-08,271.9551416327968
2016-03-09,272.1819476849291
2016-03-10,271.30000204898187
2016-03-11,273.3656777098805
2016-03-12,274.44164128966077
2016-03-13,277.6291739001814
2016-03-14,274.09815089278123
2016-03-15,273.4962868374348
2016-03-16,275.91624302472127
2016-03-17,276.6947578724141
2016-03-18,274.9920058097751
2016-03-19,276.0422861940689
