Date,FR10,FRB0,FRC1,FRC2,FRD1,FRD2,FRE1,FRE2,FRF1,FRF2,FRF3,FRG0,FRH0,FRI1,FRI2,FRI3,FRJ1,FRJ2,FRK1,FRK2,FRL0
2019-01-01,273.79065995594317,274.45207772098945,274.46922269539266,278.01721611480076,274.29781453471253,274.69851504081373,273.46381044875324,273.9835137111349,273.6603290633557,274.98416088441525,275.99122860773394,273.6958946547269,276.17128021719697,272.26795769227573,275.754083320102,274.15959663194997,273.0745846230778,272.8718369550255,273.6506069261637,275.84752113152894,272.4648662459352
2019-01-02,276.5261616201885,276.72275723060244,277.5490098917472,283.9355911779575,277.92675546780396,278.1304869640836,277.5130902483896,277.249699982309,275.9960344906238,279.28611002355717,280.13453776924433,275.404245037189,278.28683427155164,273.9370337082024,280.43336184917285,275.77756295172406,275.8942387869653,276.01185173531576,278.8683546103005,281.7104785343823,276.41366651160797
2019-01-03,284.528798473084,285.58072038357136,280.5277107347793,281.84387118109595,289.82609970170677,289.2096437740939,284.99355165001816,285.76644814729156,276.4704214697045,283.85161067489423,281.2457282285958,288.8124548356871,290.5582093881099,284.6967457321318,289.8761832673286,287.8734235236247,273.9506503308111,279.1635804312433,279.57878518926174,276.9391213989534,272.2792522299382
2019-01-04,280.72859243836666,279.0482932164072,285.4375590980621,297.10052890729486,276.3270490902308,278.5608406202001,279.7235935586169,281.43783127304874,279.93289221757516,288.5571284692413,287.6409003993205,277.42863549141964,277.8133142740901,295.08626821075603,292.4784112496617,280.8213601741434,280.5865326449922,291.5430794754441,286.62127916919945,288.5903738668245,277.9204710078716
2019-01-05,275.87477847131834,276.92280222617336,277.3890566531748,284.04579415118417,275.5308429749409,275.53544696536494,275.03913062864456,275.41628213367613,277.79251074134316,280.55487577557795,281.99266371636725,277.1409841775067,276.7938520268661,281.3926161094526,280.1036318943986,280.86817297892003,277.3459881258824,280.00255121562225,278.9133196680925,278.4052161044871,275.30778710201685
2019-01-06,275.069949089772,275.8981290659157,274.18034051137414,276.7013050899455,275.4149176561782,275.6481616227906,273.69607291815703,274.8345464116323,273.30964398721653,276.1942427315116,276.76377032816805,275.51852346410186,278.78363328916845,279.3688118973164,280.37300074014445,276.630828827411,275.31514236696165,279.37882113536205,277.7767768437438,276.41997176148965,272.4427408103378
2019-01-07,286.7711216593543,291.5322338133998,288.4483031406193,293.27781963963076,289.36726876458425,288.86217292032194,285.0725347431945,286.1393204047061,278.8399677855038,288.4237259205629,284.43184438711756,294.597379853009,295.0115890136976,303.71453418200434,308.30850171064736,305.0008326867155,282.10331645329495,290.712567186082,290.5422874185258,289.28774656646766,278.8421050454506
2019-01-08,280.0697543126211,282.77987950087135,280.87915851362055,281.79493703890915,277.8565166544323,277.3411116941958,276.0424065410929,277.3812870094975,277.4356741675304,280.79282189734164,280.2138984527732,285.37864788177365,279.53947395298627,282.1611742187064,289.2408872871634,287.56943333046314,279.05533329907104,280.1663873813276,283.84124892533856,282.05165066053917,279.0330070545792
2019-01-09,275.88627041412786,276.5250470950817,275.89820853435424,281.90125074601536,277.7205811605299,275.72773661666423,275.45016793612825,275.72404081463526,277.83605757730413,277.68174868840765,278.9112870495845,277.9965255709537,282.67673697279287,274.0978583775429,277.5800564661282,277.5190577936424,275.9399150125208,274.0074560361084,278.14154873318466,283.1054985194076,282.019036597232
2019-01-10,279.1590244592364,282.19822951735074,280.5997063764287,284.2458384772761,279.29445954925103,281.70874885283916,279.9804040143593,281.16534982335446,278.2632188183339,288.98327482258827,286.525139570406,281.4156041520213,280.43436886868886,284.83909742587724,298.1964645145889,292.3785320637609,275.1923645745356,275.5912467290426,281.34296494010067,275.09109224084904,273.2350721231015
2019-01-11,280.55654916242025,283.34059895508443,284.1061299611265,300.6155341084847,279.3806711339708,279.1540223970359,279.0294940903583,280.7438596139543,286.1712562400068,289.65470917792896,290.8466586914607,282.45194965716644,281.4275298889683,283.43578668222483,297.24732593839593,287.3569021239053,278.659986807366,280.855434743027,284.904125710737,288.4914354210028,279.5834839899654
