Date,TP
2019-01-01,4.227763893518727
2019-01-02,4.169472583313923
2019-01-03,9.852864583886644
2019-01-04,12.209597175645012
2019-01-05,3.6163105538656826
2019-01-06,3.0429582552355834
2019-01-07,15.378817589036151
2019-01-08,6.844144800950039
2019-01-09,5.658673701832815
2019-01-10,10.151780544430968
2019-01-11,11.575676593516926
2019-01-12,4.576372061094879
2019-01-13,2.481178054911691
2019-01-14,9.345045675913534
2019-01-15,3.960659528165724
2019-01-16,2.642131645546356
2019-01-17,5.570737272673742
2019-01-18,7.274716088694801
2019-01-19,5.856603385081234
2019-01-20,3.183452717398153
2019-01-21,1.2714710909713178
2019-01-22,3.8272893295600987
2019-01-23,4.455798270315579
2019-01-24,2.1910061246072066
2019-01-25,1.4508166618475256
2019-01-26,0.3101256842139386
2019-01-27,2.95354444134561
2019-01-28,4.829326614955669
2019-01-29,2.038181213956885
2019-01-30,11.392823905739814
2019-01-31,10.761406936673113
2019-02-01,6.4563728934064
2019-02-02,6.869546652030813
2019-02-03,10.982565346412471
2019-02-04,6.8347029247397995
2019-02-05,2.8896074346292746
2019-02-06,0.20250526600879507
2019-02-07,9.733143769428848
2019-02-08,7.419616208452641
2019-02-09,18.452254197069074
2019-02-10,5.232539134837501
2019-02-11,4.049403893641388
2019-02-12,10.729893588599134
2019-02-13,11.80325090401026
2019-02-14,7.784879242797672
2019-02-15,2.2837815585367944
2019-02-16,1.5018767110670352
2019-02-17,2.3541807945667563
2019-02-18,4.084959327620368
2019-02-19,0.3703252473744308
2019-02-20,7.378179444667789
2019-02-21,2.410292957695913
2019-02-22,1.629894128225059
2019-02-23,10.6520682917451
2019-02-24,10.237416995567994
2019-02-25,5.612532214014443
2019-02-26,2.9399641056989947
2019-02-27,5.073090490746959
2019-02-28,3.0035805438981744
2019-03-01,4.167234227055159
2019-03-02,8.857622354417547
2019-03-03,5.574577799530277
2019-03-04,8.617914689895413
2019-03-05,6.94657007480362
2019-03-06,1.2735617593585526
2019-03-07,-0.3195214037028088
2019-03-08,0.7171121979377778
2019-03-09,4.051133694642477
2019-03-10,2.4096949205297733
2019-03-11,1.5778898293671506
2019-03-12,0.1354127476702401
2019-03-13,0.469953312278795
2019-03-14,0.9152925338781724
2019-03-15,1.4598449231538242
2019-03-16,1.449368442579916
2019-03-17,2.2099043707469193
2019-03-18,3.0656811437998575
2019-03-19,0.9971728846280525
2019-03-20,2.502909112542416
2019-03-21,3.011355820489722
2019-03-22,2.5606014616954242
2019-03-23,2.0780843740979824
2019-03-24,1.4811842131969337
2019-03-25,3.590354006057835
2019-03-26,2.975847785613852
2019-03-27,5.3857780856328095
2019-03-28,4.215391616782223
2019-03-29,1.0407135933281704
2019-03-30,1.346446374542163
2019-03-31,9.77700224091482
2019-04-01,7.2036157644403715
2019-04-02,4.786547707397828
2019-04-03,5.927187865064111
2019-04-04,4.853121102579788
2019-04-05,5.60715457946494
2019-04-06,2.3895135618743004
2019-04-07,2.3726460958410382
2019-04-08,1.4329251960777742
2019-04-09,1.1258333466934316
2019-04-10,1.486235342178987
2019-04-11,4.447151898355467
2019-04-12,4.837541756364806
2019-04-13,6.708747523027186
2019-04-14,2.9860916340914065
2019-04-15,5.67270053469183
2019-04-16,7.043102058416589
2019-04-17,8.027100568967805
2019-04-18,3.7016074750232724
2019-04-19,2.740342101244941
2019-04-20,1.5692554843185758
2019-04-21,1.164547476073573
2019-04-22,4.969411301986031
2019-04-23,5.786798028290143
2019-04-24,3.794087403652779
2019-04-25,2.856168534104145
2019-04-26,6.761984365174835
2019-04-27,3.467032747618337
2019-04-28,1.679217662718217
2019-04-29,2.356413316610785
2019-04-30,7.838661294920645
2019-05-01,4.803906502657483
2019-05-02,1.632673592104913
2019-05-03,0.5972736606687455
2019-05-04,1.2297161840533284
2019-05-05,0.6816883262041689
2019-05-06,0.8084475556646554
2019-05-07,2.059564452260447
2019-05-08,3.251374384012912
2019-05-09,5.717485441124067
2019-05-10,8.435625203619944
2019-05-11,8.784684452368033
2019-05-12,8.255223373395339
2019-05-13,6.344239022928721
2019-05-14,3.870565948110739
2019-05-15,4.3190300272434365
2019-05-16,2.9764397511275242
2019-05-17,-0.08698908560276312
2019-05-18,0.3797625450571188
2019-05-19,3.9177138846957624
2019-05-20,3.5038851697068703
2019-05-21,4.318080799566294
2019-05-22,11.865252441741223
2019-05-23,10.438263972899005
2019-05-24,3.619657280431166
2019-05-25,1.162178724081365
2019-05-26,1.7138769400232503
2019-05-27,2.1017003366285167
2019-05-28,5.57373700284492
2019-05-29,7.716353744054557
2019-05-30,11.227823489318686
2019-05-31,14.170489990529234
2019-06-01,6.36118924038024
2019-06-02,3.8375265274464248
2019-06-03,4.393994593740558
2019-06-04,5.053753068612799
2019-06-05,5.136916623202718
2019-06-06,5.528055504867596
2019-06-07,7.24991690972947
2019-06-08,5.134095039556347
2019-06-09,2.9854853196817763
2019-06-10,1.3254088094807843
2019-06-11,7.14536925922675
2019-06-12,7.951387270433843
2019-06-13,5.401658818619557
2019-06-14,4.112677034083712
2019-06-15,4.984218389835856
2019-06-16,6.446579159258763
2019-06-17,5.503269884524241
2019-06-18,6.2954332567676525
2019-06-19,3.895968514979705
2019-06-20,2.4670595452744295
2019-06-21,1.9248760977063828
2019-06-22,3.127849714077871
2019-06-23,5.737012782493746
2019-06-24,4.002089110578486
2019-06-25,0.2096239829752329
2019-06-26,-0.5068041372949895
2019-06-27,-0.64524417506548
2019-06-28,-0.27679364695809233
2019-06-29,-0.08602337757230905
2019-06-30,-0.3144556068859511
