Date,FRI2,FRC2,FRI3,FRI1,FRB0,FRC1,FRK1
2019-01-01,-3.6200475678407273,-6.132076944771661,-1.4246951677946527,-0.20100981944323998,-3.6285142276310083,-5.942652555598591,-5.7004677795070995
2019-01-02,-3.6341426996299284,-6.110606797051678,-1.3843397751718058,-0.17282971515504572,-3.569660316002864,-5.710124017615098,-5.676070969789573
2019-01-03,-3.3594642215532136,-5.82584276796869,-1.0587131042482285,0.11173311722957253,-3.1935191219274235,-5.181800997324416,-5.361792314876573
2019-01-04,-2.885667084399106,-5.540679297353833,-0.40244292680744614,0.6154117174733663,-2.500677123172298,-4.511268260504364,-5.055106545677968
2019-01-05,-2.1103070885423305,-5.095301419266322,0.5404855448474712,1.3963887722940018,-1.6240428677432646,-3.712867661107911,-4.3714220978084315
2019-01-06,-1.4098654183959667,-4.693174321837945,1.395009628866631,2.1865197699151557,-0.843006763956784,-3.0183409461996673,-3.8177161560067043
2019-01-07,-0.9601771497660891,-4.458136293006279,1.8072544890207054,2.681759153832167,-0.4844957642341908,-2.6473077850910394,-3.4329031967776413
2019-01-08,-0.8050783555706307,-4.23550599381916,1.9164441804062293,2.836726491031398,-0.4304182554480294,-2.4737181358119784,-3.217584669672753
2019-01-09,-0.6314795093765134,-3.947063337641464,2.051503484441002,2.9791850933270294,-0.2872342929577158,-2.240810429829304,-2.9670404294824713
2019-01-10,-0.5336534676977714,-3.7687335404211786,2.1311303857215815,3.0672424527026174,-0.18820254690846044,-2.117529029385785,-2.78581081548534
2019-01-11,-0.6648848114710787,-3.794212845342165,2.069742237419603,3.0470922294416303,-0.2345312005795591,-2.1180662635958685,-2.8194681768756094
2019-01-12,-1.2385388265333606,-4.247300128679029,1.5644150882318202,2.644119359412588,-0.6923958242170662,-2.5464272321103474,-3.390691989996526
2019-01-13,-2.10223229220664,-5.088859516064998,0.8051045710256679,1.8801262445454427,-1.4533602211015817,-3.3502452575440387,-4.278208175787959
2019-01-14,-3.096323974658495,-6.203298959353771,0.018292867020213537,1.006630044479499,-2.3148192547292203,-4.409953558473719,-5.381361445148591
2019-01-15,-4.174761875099815,-7.548614519206976,-0.8050271278038917,0.14522980323752568,-3.1999410256758023,-5.58470802039239,-6.690173492645393
2019-01-16,-4.773862061095792,-8.556689289890588,-1.2349754360760374,-0.2699455159209735,-3.7842744757311464,-6.430533911985577,-7.516821791335832
2019-01-17,-5.257175013150317,-9.331628838885166,-1.607610515487466,-0.5632335707024828,-4.349654444406101,-7.115312821466593,-8.160339688030705
2019-01-18,-5.626572638539898,-9.957216233002365,-2.0614163430402117,-0.9117353298204426,-4.941342447417655,-7.756070987272158,-8.68466709316977
2019-01-19,-5.700781204482415,-10.296382159273703,-2.1644188868704335,-0.9944154371057576,-5.243039665216945,-8.118842486037824,-8.834375876560761
2019-01-20,-5.40235508131896,-10.07717159145989,-1.9130235098770458,-0.6771555799029877,-5.069183872910156,-7.999286180565482,-8.53759468319981
2019-01-21,-4.692690579180415,-9.52049424982128,-1.3062207608178884,0.06966814571061379,-4.536376883457486,-7.521270813190115,-7.845746624174457
2019-01-22,-3.5398839664274173,-8.475429189966478,-0.32516631906796795,1.0754229653037242,-3.5182325034784845,-6.59381105303744,-6.685136413696901
2019-01-23,-2.544343819573529,-7.337172681938908,0.47860881951231515,1.8402846415601617,-2.529048830009095,-5.595944952131457,-5.621498951723965
2019-01-24,-1.6969946384717705,-6.237846817372804,1.2381832738257341,2.4071899953317195,-1.4878146696737882,-4.594868057862511,-4.686289006100864
2019-01-25,-0.8564687923321639,-5.0808129418619705,2.0806000539813807,2.9740003852147217,-0.34756884354611545,-3.487081221888313,-3.702122886452629
2019-01-26,-0.26144616758501077,-4.093392260868881,2.7230710433193077,3.34024535809383,0.5378057396320073,-2.5775258295104484,-3.0026203453431592
2019-01-27,0.35764773179336135,-3.232312758919594,3.400000324435076,3.750543353239254,1.380288215985063,-1.7038415817680312,-2.322482847558551
2019-01-28,0.8855929246887404,-2.354705894500188,3.9012407701007175,4.046120459985243,2.0553142041905965,-0.8255087080460655,-1.638139582483538
2019-01-29,1.1430865864151016,-1.788034356163332,4.123445772404629,4.152899027667935,2.370640701472454,-0.26340928143346676,-1.2353940433793646
2019-01-30,1.2219767377835982,-1.516145539051504,4.151163160581028,4.238818866440461,2.3391297137327953,-0.05446765038482193,-1.0190572687600847
2019-01-31,1.051805793031463,-1.5975932167527234,3.940239051037874,4.177070532657504,2.0389207579056015,-0.17593220704911555,-1.1446945710314023
2019-02-01,0.755892140647728,-1.8651106804998856,3.686884471187264,4.027070497445092,1.7461382560031902,-0.3928056870328237,-1.4130401353249378
2019-02-02,0.4690741388080212,-2.027188791563249,3.3622585529139775,3.766442662478415,1.577562798040351,-0.4792953004793737,-1.6707654007217696
2019-02-03,-0.1620046611576897,-2.491227222204348,2.6876655293725347,3.162814957872037,1.0331908547784407,-0.9256067940807006,-2.2583154083151187
2019-02-04,-0.7596438349161562,-2.9842453956904675,2.040205904539745,2.5554350521209472,0.49209453288098864,-1.405011096006398,-2.8467006877604457
2019-02-05,-1.0342782401709247,-3.170030417070486,1.7622141378145837,2.3613200793918177,0.2104167895608067,-1.578376924307742,-3.1027841657728756
2019-02-06,-1.4508780391749512,-3.5055646717117104,1.4596164605874156,2.106079236094204,-0.12006649818619879,-1.8572810492770588,-3.530826444941306
2019-02-07,-1.866848225457121,-3.895466878934532,1.1409152152888293,1.8721018281707598,-0.46525497355549356,-2.208756694789106,-3.953690220937559
