Date,TA
2019-01-01,-4.044236169301993
2019-01-02,-4.231365820152912
2019-01-03,-6.129592669111452
2019-01-04,-7.708115549319625
2019-01-05,-8.19633797555328
2019-01-06,0.21354806052846284
2019-01-07,0.509293537190983
2019-01-08,-1.845996405944995
2019-01-09,-1.9594682047487326
2019-01-10,-3.2371354555909404
2019-01-11,-3.8630472623962753
2019-01-12,-1.323150002032046
2019-01-13,-0.9875787657651701
2019-01-14,0.20698847296285988
2019-01-15,-0.43608731599863454
2019-01-16,-0.07056131133745715
2019-01-17,-2.1248953139136546
2019-01-18,-3.175526879972393
2019-01-19,-1.895293419291848
2019-01-20,-4.0258800897192595
2019-01-21,-5.852389176700619
2019-01-22,-6.042534597129408
2019-01-23,-4.98380867670276
2019-01-24,-2.703714845888212
2019-01-25,-4.061302345568055
2019-01-26,-5.954017412184825
2019-01-27,-4.049851623149318
2019-01-28,0.5618883050778439
2019-01-29,-0.19299641442784626
2019-01-30,-0.06336843609299973
2019-01-31,1.1697908424986962
2019-02-01,0.34239198579516517
2019-02-02,-1.3378502521640858
2019-02-03,-1.945836450375559
2019-02-04,-0.6167570606324588
2019-02-05,1.648130697635082
2019-02-06,1.7378125506864592
2019-02-07,1.4104320224357634
2019-02-08,-1.8724568524506455
2019-02-09,-3.008611631020984
2019-02-10,-2.137601928301865
2019-02-11,-1.423922932055787
2019-02-12,-2.2206726039910274
2019-02-13,-1.9583749678623137
2019-02-14,-2.1144635451294063
2019-02-15,-7.932954031819093
2019-02-16,-7.349238656875896
2019-02-17,-5.149244765994923
2019-02-18,-4.149339681927738
2019-02-19,-6.0695811701794895
2019-02-20,-8.902106810823105
2019-02-21,-8.391371870859912
2019-02-22,-7.424303169302589
2019-02-23,-5.335749867302369
2019-02-24,-4.658300870483943
2019-02-25,-1.5014559084465007
2019-02-26,1.9253609063051103
2019-02-27,2.2683245457099237
2019-02-28,2.414651381971493
2019-03-01,1.4765127701525063
2019-03-02,-1.0516631371689356
2019-03-03,-3.9826421502971314
2019-03-04,-3.7635167558777014
2019-03-05,-4.053072478021922
2019-03-06,-2.556302169500085
2019-03-07,-0.4479345462068719
2019-03-08,-0.4091617575835911
2019-03-09,-0.2346047352272603
2019-03-10,-0.904333437075991
2019-03-11,-2.470281036949035
2019-03-12,-3.3829795631397883
2019-03-13,-3.5183748109072783
2019-03-14,-3.321162284510531
2019-03-15,-1.7973990972741465
2019-03-16,-0.15418227643673005
2019-03-17,1.1910737668520266
2019-03-18,1.45190216520887
2019-03-19,2.32527054131207
2019-03-20,3.314173807424022
2019-03-21,2.027619677499753
2019-03-22,1.879782069297869
2019-03-23,3.32259982466949
2019-03-24,3.280473419760004
2019-03-25,3.309583679674919
2019-03-26,3.6010806574498426
2019-03-27,3.842713448630169
2019-03-28,3.87606294787297
2019-03-29,2.8953832130067707
2019-03-30,3.5726593376251654
2019-03-31,5.618784845771274
2019-04-01,5.933258981512291
2019-04-02,4.474883226821098
2019-04-03,5.0933301984825645
2019-04-04,6.186242820859605
2019-04-05,5.632061762770723
2019-04-06,3.465286450365866
2019-04-07,3.5855107377795017
2019-04-08,6.148414009879124
2019-04-09,6.139210102156882
2019-04-10,6.117541360146548
2019-04-11,4.869322748176545
2019-04-12,3.247345532436452
2019-04-13,2.992872076900478
2019-04-14,3.274370909340717
